idx,pw_us,freq_hz,subject,peak_torque_Nm,time_to_peak_s,mean_torque_Nm,torque_rms_Nm,rise_slope_Nm_s
4023,415,33,9,0.9682,1.96,0.9261,0.9313,1.8818
4024,415,33,10,2.141,1.96,2.0195,2.0381,4.1587
4025,415,33,average,1.7693,1.96,1.6808,1.6959,3.4804
4026,416,33,1,1.1173,1.87,1.0693,1.0785,2.2224
4027,416,33,2,2.4919,1.96,2.3841,2.4054,4.9821
4028,416,33,3,1.8523,1.96,1.7729,1.7876,3.6822
4029,416,33,4,1.2164,1.87,1.1635,1.1744,2.4327
4030,416,33,5,1.6196,1.96,1.5341,1.5427,3.0897
4031,416,33,6,3.4898,1.96,3.2899,3.3277,6.8969
4032,416,33,7,0.4717,1.87,0.4452,0.4504,0.9321
4033,416,33,8,1.6845,1.87,1.5845,1.604,3.3288
4034,416,33,9,0.9689,1.96,0.9268,0.9319,1.8831
4035,416,33,10,2.1421,1.96,2.0205,2.0391,4.1608
4036,416,33,average,1.7706,1.96,1.682,1.6971,3.483
4037,417,33,1,1.1178,1.87,1.0698,1.0789,2.2233
4038,417,33,2,2.4919,1.96,2.3842,2.4054,4.9821
4039,417,33,3,1.8556,1.96,1.776,1.7908,3.6887
4040,417,33,4,1.2183,1.87,1.1653,1.1762,2.4365
4041,417,33,5,1.6215,1.96,1.5359,1.5445,3.0933
4042,417,33,6,3.4909,1.96,3.2909,3.3287,6.899
4043,417,33,7,0.4717,1.87,0.4453,0.4504,0.9322
4044,417,33,8,1.6848,1.87,1.5849,1.6043,3.3296
4045,417,33,9,0.9696,1.96,0.9275,0.9326,1.8845
4046,417,33,10,2.1432,1.96,2.0216,2.0402,4.1628
4047,417,33,average,1.7719,1.96,1.6833,1.6984,3.4856
4048,418,33,1,1.1182,1.87,1.0702,1.0794,2.2242
4049,418,33,2,2.4919,1.96,2.3842,2.4054,4.9821
4050,418,33,3,1.8589,1.96,1.7792,1.7939,3.6952
4051,418,33,4,1.2202,1.87,1.1671,1.178,2.4402
4052,418,33,5,1.6235,1.96,1.5377,1.5463,3.0969
4053,418,33,6,3.4919,1.96,3.2919,3.3297,6.9011
4054,418,33,7,0.4718,1.87,0.4453,0.4504,0.9323
4055,418,33,8,1.6852,1.87,1.5853,1.6047,3.3303
4056,418,33,9,0.9703,1.96,0.9281,0.9333,1.8858
4057,418,33,10,2.1442,1.96,2.0226,2.0412,4.1649
4058,418,33,average,1.7732,1.96,1.6845,1.6996,3.4881
4059,419,33,1,1.1187,1.87,1.0707,1.0798,2.2251
4060,419,33,2,2.4919,1.96,2.3842,2.4054,4.9822
4061,419,33,3,1.8622,1.96,1.7823,1.7971,3.7016
4062,419,33,4,1.2221,1.87,1.1689,1.1798,2.444
4063,419,33,5,1.6254,1.96,1.5395,1.5481,3.1005
4064,419,33,6,3.493,1.96,3.2929,3.3307,6.9032
4065,419,33,7,0.4718,1.87,0.4453,0.4505,0.9323
4066,419,33,8,1.6856,1.87,1.5856,1.6051,3.3311
4067,419,33,9,0.971,1.96,0.9288,0.9339,1.8871
4068,419,33,10,2.1453,1.96,2.0236,2.0422,4.1669
4069,419,33,average,1.7746,1.96,1.6857,1.7009,3.4907
4070,420,33,1,1.1191,1.87,1.0711,1.0802,2.226
4071,420,33,2,2.4919,1.96,2.3842,2.4055,4.9822
4072,420,33,3,1.8655,1.96,1.7854,1.8002,3.7081
4073,420,33,4,1.2239,1.87,1.1706,1.1816,2.4477
4074,420,33,5,1.6273,1.96,1.5413,1.5499,3.104
4075,420,33,6,3.494,1.96,3.2939,3.3317,6.9052
4076,420,33,7,0.4718,1.87,0.4453,0.4505,0.9324
4077,420,33,8,1.686,1.87,1.586,1.6054,3.3318
4078,420,33,9,0.9717,1.96,0.9294,0.9346,1.8885
4079,420,33,10,2.1464,1.96,2.0245,2.0432,4.1689
4080,420,33,average,1.7758,1.96,1.687,1.7021,3.4932
4081,421,33,1,1.1196,1.87,1.0715,1.0807,2.2269
4082,421,33,2,2.4919,1.96,2.3842,2.4055,4.9822
4083,421,33,3,1.8688,1.96,1.7885,1.8034,3.7145
4084,421,33,4,1.2258,1.87,1.1724,1.1834,2.4513
4085,421,33,5,1.6291,1.96,1.543,1.5517,3.1075
4086,421,33,6,3.4951,1.96,3.2948,3.3327,6.9073
4087,421,33,7,0.4719,1.87,0.4454,0.4505,0.9324
4088,421,33,8,1.6863,1.87,1.5863,1.6058,3.3325
4089,421,33,9,0.9724,1.96,0.9301,0.9352,1.8898
4090,421,33,10,2.1474,1.96,2.0255,2.0442,4.1709
4091,421,33,average,1.7771,1.96,1.6882,1.7033,3.4957
4092,422,33,1,1.12,1.87,1.072,1.0811,2.2278
4093,422,33,2,2.4919,1.96,2.3842,2.4055,4.9822
4094,422,33,3,1.8721,1.96,1.7917,1.8065,3.721
4095,422,33,4,1.2276,1.87,1.1742,1.1852,2.455
4096,422,33,5,1.631,1.96,1.5448,1.5534,3.111
4097,422,33,6,3.4961,1.96,3.2958,3.3337,6.9093
4098,422,33,7,0.4719,1.87,0.4454,0.4505,0.9325
4099,422,33,8,1.6867,1.87,1.5866,1.6061,3.3332
4100,422,33,9,0.9731,1.96,0.9307,0.9359,1.8911
4101,422,33,10,2.1484,1.96,2.0265,2.0451,4.1729
4102,422,33,average,1.7784,1.96,1.6894,1.7046,3.4982
4103,423,33,1,1.1205,1.87,1.0724,1.0815,2.2287
4104,423,33,2,2.4919,1.96,2.3842,2.4055,4.9822
4105,423,33,3,1.8753,1.96,1.7948,1.8096,3.7274
4106,423,33,4,1.2295,1.87,1.1759,1.1869,2.4586
4107,423,33,5,1.6329,1.96,1.5465,1.5552,3.1145
4108,423,33,6,3.4971,1.96,3.2967,3.3346,6.9112
4109,423,33,7,0.4719,1.87,0.4454,0.4506,0.9325
4110,423,33,8,1.6871,1.87,1.587,1.6065,3.3339
4111,423,33,9,0.9737,1.96,0.9314,0.9365,1.8924
4112,423,33,10,2.1495,1.96,2.0274,2.0461,4.1749
4113,423,33,average,1.7797,1.96,1.6906,1.7058,3.5006
4114,424,33,1,1.1209,1.87,1.0728,1.082,2.2296
4115,424,33,2,2.4919,1.96,2.3842,2.4055,4.9823
4116,424,33,3,1.8786,1.96,1.7978,1.8128,3.7338
4117,424,33,4,1.2313,1.87,1.1776,1.1887,2.4623
4118,424,33,5,1.6347,1.96,1.5483,1.5569,3.118
4119,424,33,6,3.4981,1.96,3.2977,3.3356,6.9132
4120,424,33,7,0.4719,1.87,0.4454,0.4506,0.9326
4121,424,33,8,1.6874,1.87,1.5873,1.6068,3.3346
4122,424,33,9,0.9744,1.96,0.932,0.9372,1.8937
4123,424,33,10,2.1505,1.96,2.0284,2.0471,4.1769
4124,424,33,average,1.7809,1.96,1.6918,1.707,3.5031
4125,425,33,1,1.1214,1.87,1.0732,1.0824,2.2304
4126,425,33,2,2.492,1.96,2.3842,2.4055,4.9823
4127,425,33,3,1.8819,1.96,1.8009,1.8159,3.7401
4128,425,33,4,1.2331,1.87,1.1794,1.1904,2.4659
4129,425,33,5,1.6366,1.96,1.55,1.5587,3.1214
4130,425,33,6,3.4991,1.96,3.2986,3.3365,6.9151
4131,425,33,7,0.472,1.87,0.4455,0.4506,0.9326
4132,425,33,8,1.6878,1.87,1.5876,1.6071,3.3353
4133,425,33,9,0.9751,1.96,0.9326,0.9378,1.895
4134,425,33,10,2.1515,1.96,2.0293,2.048,4.1788
4135,425,33,average,1.7822,1.96,1.6929,1.7081,3.5055
4136,426,33,1,1.1218,1.87,1.0736,1.0828,2.2312
4137,426,33,2,2.492,1.96,2.3842,2.4055,4.9823
4138,426,33,3,1.8851,1.96,1.804,1.819,3.7465
4139,426,33,4,1.2349,1.87,1.1811,1.1922,2.4695
4140,426,33,5,1.6384,1.96,1.5517,1.5604,3.1249
4141,426,33,6,3.5001,1.96,3.2995,3.3375,6.917
4142,426,33,7,0.472,1.87,0.4455,0.4506,0.9327
4143,426,33,8,1.6881,1.87,1.588,1.6075,3.336
4144,426,33,9,0.9757,1.96,0.9333,0.9384,1.8962
4145,426,33,10,2.1525,1.96,2.0303,2.049,4.1807
4146,426,33,average,1.7834,1.96,1.6941,1.7093,3.5079
4147,427,33,1,1.1222,1.87,1.074,1.0832,2.2321
4148,427,33,2,2.492,1.96,2.3842,2.4055,4.9823
4149,427,33,3,1.8883,1.96,1.8071,1.8221,3.7528
4150,427,33,4,1.2367,1.87,1.1828,1.1939,2.473
4151,427,33,5,1.6403,1.96,1.5534,1.5621,3.1283
4152,427,33,6,3.5011,1.96,3.3004,3.3384,6.9189
4153,427,33,7,0.472,1.87,0.4455,0.4507,0.9327
4154,427,33,8,1.6885,1.87,1.5883,1.6078,3.3367
4155,427,33,9,0.9764,1.96,0.9339,0.9391,1.8975
4156,427,33,10,2.1535,1.96,2.0312,2.0499,4.1826
4157,427,33,average,1.7847,1.96,1.6953,1.7105,3.5103
4158,428,33,1,1.1226,1.87,1.0744,1.0836,2.2329
4159,428,33,2,2.492,1.96,2.3842,2.4055,4.9823
4160,428,33,3,1.8915,1.96,1.8101,1.8251,3.7591
4161,428,33,4,1.2385,1.87,1.1845,1.1956,2.4766
4162,428,33,5,1.6421,1.96,1.5551,1.5638,3.1317
4163,428,33,6,3.502,1.96,3.3013,3.3393,6.9208
4164,428,33,7,0.472,1.87,0.4455,0.4507,0.9328
4165,428,33,8,1.6888,1.87,1.5886,1.6081,3.3374
4166,428,33,9,0.9771,1.96,0.9345,0.9397,1.8987
4167,428,33,10,2.1545,1.96,2.0321,2.0508,4.1845
4168,428,33,average,1.7859,1.96,1.6964,1.7117,3.5127
4169,429,33,1,1.123,1.87,1.0748,1.084,2.2337
4170,429,33,2,2.492,1.96,2.3843,2.4055,4.9823
4171,429,33,3,1.8948,1.96,1.8132,1.8282,3.7654
4172,429,33,4,1.2403,1.87,1.1862,1.1973,2.4801
4173,429,33,5,1.6439,1.96,1.5568,1.5655,3.135
4174,429,33,6,3.503,1.96,3.3022,3.3402,6.9227
4175,429,33,7,0.4721,1.87,0.4456,0.4507,0.9328
4176,429,33,8,1.6892,1.87,1.5889,1.6084,3.338
4177,429,33,9,0.9777,1.96,0.9351,0.9403,1.9
4178,429,33,10,2.1555,1.96,2.0331,2.0518,4.1864
4179,429,33,average,1.7871,1.96,1.6976,1.7128,3.515
4180,430,33,1,1.1234,1.87,1.0752,1.0844,2.2345
4181,430,33,2,2.492,1.96,2.3843,2.4055,4.9823
4182,430,33,3,1.898,1.96,1.8162,1.8313,3.7717
4183,430,33,4,1.2421,1.87,1.1879,1.199,2.4836
4184,430,33,5,1.6457,1.96,1.5585,1.5672,3.1384
4185,430,33,6,3.5039,1.96,3.3031,3.3411,6.9245
4186,430,33,7,0.4721,1.87,0.4456,0.4507,0.9329
4187,430,33,8,1.6895,1.87,1.5892,1.6087,3.3387
4188,430,33,9,0.9784,1.96,0.9357,0.9409,1.9012
4189,430,33,10,2.1564,1.96,2.034,2.0527,4.1882
4190,430,33,average,1.7883,1.96,1.6987,1.714,3.5174
4191,431,33,1,1.1238,1.87,1.0756,1.0848,2.2353
4192,431,33,2,2.492,1.96,2.3843,2.4055,4.9824
4193,431,33,3,1.9012,1.96,1.8192,1.8343,3.778
4194,431,33,4,1.2438,1.87,1.1896,1.2007,2.4871
4195,431,33,5,1.6475,1.96,1.5601,1.5689,3.1417
4196,431,33,6,3.5049,1.96,3.304,3.342,6.9263
4197,431,33,7,0.4721,1.87,0.4456,0.4508,0.9329
4198,431,33,8,1.6898,1.87,1.5896,1.6091,3.3393
4199,431,33,9,0.979,1.96,0.9364,0.9415,1.9025
4200,431,33,10,2.1574,1.96,2.0349,2.0536,4.1901
4201,431,33,average,1.7895,1.96,1.6998,1.7151,3.5197
4202,432,33,1,1.1242,1.87,1.076,1.0851,2.2361
4203,432,33,2,2.492,1.96,2.3843,2.4055,4.9824
4204,432,33,3,1.9043,1.96,1.8223,1.8374,3.7842
4205,432,33,4,1.2456,1.87,1.1912,1.2024,2.4906
4206,432,33,5,1.6493,1.96,1.5618,1.5706,3.1451
4207,432,33,6,3.5058,1.96,3.3048,3.3428,6.9281
4208,432,33,7,0.4721,1.87,0.4456,0.4508,0.933
4209,432,33,8,1.6901,1.87,1.5899,1.6094,3.34
4210,432,33,9,0.9796,1.96,0.937,0.9422,1.9037
4211,432,33,10,2.1584,1.96,2.0358,2.0545,4.1919
4212,432,33,average,1.7907,1.96,1.7009,1.7162,3.522
4213,433,33,1,1.1246,1.87,1.0763,1.0855,2.2369
4214,433,33,2,2.492,1.96,2.3843,2.4056,4.9824
4215,433,33,3,1.9075,1.96,1.8253,1.8404,3.7904
4216,433,33,4,1.2473,1.87,1.1929,1.2041,2.4941
4217,433,33,5,1.651,1.96,1.5635,1.5722,3.1484
4218,433,33,6,3.5067,1.96,3.3057,3.3437,6.9299
4219,433,33,7,0.4722,1.87,0.4457,0.4508,0.933
4220,433,33,8,1.6905,1.87,1.5902,1.6097,3.3406
4221,433,33,9,0.9803,1.96,0.9376,0.9428,1.9049
4222,433,33,10,2.1593,1.96,2.0366,2.0554,4.1937
4223,433,33,average,1.7919,1.96,1.7021,1.7174,3.5243
4224,434,33,1,1.125,1.87,1.0767,1.0859,2.2377
4225,434,33,2,2.492,1.96,2.3843,2.4056,4.9824
4226,434,33,3,1.9107,1.96,1.8283,1.8435,3.7967
4227,434,33,4,1.2491,1.87,1.1946,1.2057,2.4975
4228,434,33,5,1.6528,1.96,1.5651,1.5739,3.1516
4229,434,33,6,3.5076,1.96,3.3065,3.3445,6.9316
4230,434,33,7,0.4722,1.87,0.4457,0.4508,0.9331
4231,434,33,8,1.6908,1.87,1.5905,1.61,3.3412
4232,434,33,9,0.9809,1.96,0.9382,0.9434,1.9061
4233,434,33,10,2.1602,1.96,2.0375,2.0563,4.1955
4234,434,33,average,1.793,1.96,1.7032,1.7185,3.5266
4235,435,33,1,1.1254,1.87,1.0771,1.0863,2.2384
4236,435,33,2,2.492,1.96,2.3843,2.4056,4.9824
4237,435,33,3,1.9139,1.96,1.8313,1.8465,3.8028
4238,435,33,4,1.2508,1.87,1.1962,1.2074,2.501
4239,435,33,5,1.6545,1.96,1.5667,1.5755,3.1549
4240,435,33,6,3.5085,1.96,3.3073,3.3454,6.9333
4241,435,33,7,0.4722,1.87,0.4457,0.4508,0.9331
4242,435,33,8,1.6911,1.87,1.5908,1.6103,3.3418
4243,435,33,9,0.9815,1.96,0.9388,0.944,1.9073
4244,435,33,10,2.1612,1.96,2.0384,2.0571,4.1973
4245,435,33,average,1.7942,1.96,1.7043,1.7196,3.5289
4246,436,33,1,1.1258,1.87,1.0774,1.0866,2.2392
4247,436,33,2,2.492,1.96,2.3843,2.4056,4.9824
4248,436,33,3,1.917,1.96,1.8343,1.8495,3.809
4249,436,33,4,1.2525,1.87,1.1978,1.2091,2.5044
4250,436,33,5,1.6563,1.96,1.5684,1.5772,3.1582
4251,436,33,6,3.5094,1.96,3.3082,3.3462,6.935
4252,436,33,7,0.4722,1.87,0.4457,0.4509,0.9331
4253,436,33,8,1.6914,1.87,1.591,1.6106,3.3425
4254,436,33,9,0.9822,1.96,0.9393,0.9446,1.9085
4255,436,33,10,2.1621,1.96,2.0393,2.058,4.1991
4256,436,33,average,1.7953,1.96,1.7053,1.7207,3.5311
4257,437,33,1,1.1262,1.87,1.0778,1.087,2.2399
4258,437,33,2,2.492,1.96,2.3843,2.4056,4.9824
4259,437,33,3,1.9202,1.96,1.8373,1.8525,3.8152
4260,437,33,4,1.2542,1.87,1.1995,1.2107,2.5078
4261,437,33,5,1.658,1.96,1.57,1.5788,3.1614
4262,437,33,6,3.5102,1.96,3.309,3.347,6.9367
4263,437,33,7,0.4722,1.87,0.4457,0.4509,0.9332
4264,437,33,8,1.6917,1.87,1.5913,1.6109,3.3431
4265,437,33,9,0.9828,1.96,0.9399,0.9451,1.9097
4266,437,33,10,2.163,1.96,2.0401,2.0589,4.2008
4267,437,33,average,1.7965,1.96,1.7064,1.7218,3.5333
4268,438,33,1,1.1265,1.87,1.0781,1.0874,2.2407
4269,438,33,2,2.492,1.96,2.3843,2.4056,4.9824
4270,438,33,3,1.9233,1.96,1.8402,1.8555,3.8213
4271,438,33,4,1.2559,1.87,1.2011,1.2123,2.5111
4272,438,33,5,1.6597,1.96,1.5716,1.5804,3.1646
4273,438,33,6,3.5111,1.96,3.3098,3.3478,6.9384
4274,438,33,7,0.4723,1.87,0.4458,0.4509,0.9332
4275,438,33,8,1.692,1.87,1.5916,1.6112,3.3437
4276,438,33,9,0.9834,1.96,0.9405,0.9457,1.9109
4277,438,33,10,2.1639,1.96,2.041,2.0597,4.2026
4278,438,33,average,1.7976,1.96,1.7075,1.7228,3.5355
4279,439,33,1,1.1269,1.87,1.0785,1.0877,2.2414
4280,439,33,2,2.492,1.96,2.3843,2.4056,4.9825
4281,439,33,3,1.9264,1.96,1.8432,1.8585,3.8274
4282,439,33,4,1.2576,1.87,1.2027,1.214,2.5145
4283,439,33,5,1.6614,1.96,1.5732,1.582,3.1678
4284,439,33,6,3.512,1.96,3.3106,3.3486,6.9401
4285,439,33,7,0.4723,1.87,0.4458,0.4509,0.9333
4286,439,33,8,1.6923,1.87,1.5919,1.6114,3.3443
4287,439,33,9,0.984,1.96,0.9411,0.9463,1.9121
4288,439,33,10,2.1648,1.96,2.0418,2.0606,4.2043
4289,439,33,average,1.7988,1.96,1.7086,1.7239,3.5377
4290,440,33,1,1.1273,1.87,1.0788,1.0881,2.2421
4291,440,33,2,2.4921,1.96,2.3843,2.4056,4.9825
4292,440,33,3,1.9295,1.96,1.8462,1.8615,3.8336
4293,440,33,4,1.2593,1.87,1.2043,1.2156,2.5178
4294,440,33,5,1.6632,1.96,1.5748,1.5836,3.171
4295,440,33,6,3.5128,1.96,3.3114,3.3494,6.9417
4296,440,33,7,0.4723,1.87,0.4458,0.4509,0.9333
4297,440,33,8,1.6926,1.87,1.5922,1.6117,3.3448
4298,440,33,9,0.9846,1.96,0.9417,0.9469,1.9132
4299,440,33,10,2.1657,1.96,2.0426,2.0614,4.206
4300,440,33,average,1.7999,1.96,1.7096,1.725,3.5399
4301,441,33,1,1.1276,1.87,1.0792,1.0884,2.2428
4302,441,33,2,2.4921,1.96,2.3843,2.4056,4.9825
4303,441,33,3,1.9326,1.96,1.8491,1.8645,3.8396
4304,441,33,4,1.261,1.87,1.2059,1.2172,2.5211
4305,441,33,5,1.6648,1.96,1.5764,1.5852,3.1741
4306,441,33,6,3.5136,1.96,3.3121,3.3502,6.9433
4307,441,33,7,0.4723,1.87,0.4458,0.451,0.9334
4308,441,33,8,1.6929,1.87,1.5925,1.612,3.3454
4309,441,33,9,0.9852,1.96,0.9423,0.9475,1.9144
4310,441,33,10,2.1666,1.96,2.0435,2.0623,4.2077
4311,441,33,average,1.801,1.96,1.7107,1.726,3.5421
4312,442,33,1,1.128,1.87,1.0795,1.0888,2.2435
4313,442,33,2,2.4921,1.96,2.3843,2.4056,4.9825
4314,442,33,3,1.9357,1.96,1.852,1.8674,3.8457
4315,442,33,4,1.2626,1.87,1.2075,1.2188,2.5245
4316,442,33,5,1.6665,1.96,1.5779,1.5868,3.1773
4317,442,33,6,3.5144,1.96,3.3129,3.351,6.9449
4318,442,33,7,0.4724,1.87,0.4458,0.451,0.9334
4319,442,33,8,1.6932,1.87,1.5927,1.6123,3.346
4320,442,33,9,0.9858,1.96,0.9428,0.9481,1.9156
4321,442,33,10,2.1675,1.96,2.0443,2.0631,4.2094
4322,442,33,average,1.8021,1.96,1.7117,1.7271,3.5442
4323,443,33,1,1.1284,1.87,1.0799,1.0891,2.2442
4324,443,33,2,2.4921,1.96,2.3843,2.4056,4.9825
4325,443,33,3,1.9388,1.96,1.855,1.8704,3.8518
4326,443,33,4,1.2643,1.87,1.209,1.2204,2.5277
4327,443,33,5,1.6682,1.96,1.5795,1.5884,3.1804
4328,443,33,6,3.5153,1.96,3.3137,3.3518,6.9465
4329,443,33,7,0.4724,1.87,0.4459,0.451,0.9334
4330,443,33,8,1.6935,1.87,1.593,1.6125,3.3466
4331,443,33,9,0.9864,1.96,0.9434,0.9486,1.9167
4332,443,33,10,2.1684,1.96,2.0451,2.0639,4.2111
4333,443,33,average,1.8032,1.96,1.7127,1.7281,3.5464
4334,444,33,1,1.1287,1.87,1.0802,1.0894,2.2449
4335,444,33,2,2.4921,1.96,2.3843,2.4056,4.9825
4336,444,33,3,1.9419,1.96,1.8579,1.8733,3.8578
4337,444,33,4,1.2659,1.87,1.2106,1.222,2.531
4338,444,33,5,1.6699,1.96,1.5811,1.5899,3.1835
4339,444,33,6,3.5161,1.96,3.3144,3.3525,6.9481
4340,444,33,7,0.4724,1.87,0.4459,0.451,0.9335
4341,444,33,8,1.6938,1.87,1.5933,1.6128,3.3471
4342,444,33,9,0.987,1.96,0.944,0.9492,1.9179
4343,444,33,10,2.1692,1.96,2.0459,2.0647,4.2127
4344,444,33,average,1.8043,1.96,1.7138,1.7292,3.5485
4345,445,33,1,1.1291,1.87,1.0805,1.0898,2.2456
4346,445,33,2,2.4921,1.96,2.3843,2.4056,4.9825
4347,445,33,3,1.945,1.96,1.8608,1.8763,3.8638
4348,445,33,4,1.2676,1.87,1.2122,1.2235,2.5343
4349,445,33,5,1.6715,1.96,1.5826,1.5915,3.1866
4350,445,33,6,3.5169,1.96,3.3152,3.3533,6.9496
4351,445,33,7,0.4724,1.87,0.4459,0.451,0.9335
4352,445,33,8,1.6941,1.87,1.5935,1.6131,3.3477
4353,445,33,9,0.9876,1.96,0.9445,0.9498,1.919
4354,445,33,10,2.1701,1.96,2.0467,2.0655,4.2144
4355,445,33,average,1.8054,1.96,1.7148,1.7302,3.5506
4356,446,33,1,1.1294,1.87,1.0809,1.0901,2.2463
4357,446,33,2,2.4921,1.96,2.3843,2.4056,4.9825
4358,446,33,3,1.9481,1.96,1.8637,1.8792,3.8698
4359,446,33,4,1.2692,1.87,1.2137,1.2251,2.5375
4360,446,33,5,1.6732,1.96,1.5842,1.5931,3.1897
4361,446,33,6,3.5176,1.96,3.3159,3.354,6.9511
4362,446,33,7,0.4724,1.87,0.4459,0.4511,0.9335
4363,446,33,8,1.6943,1.87,1.5938,1.6134,3.3482
4364,446,33,9,0.9882,1.96,0.9451,0.9503,1.9201
4365,446,33,10,2.1709,1.96,2.0475,2.0663,4.216
4366,446,33,average,1.8064,1.96,1.7158,1.7312,3.5527
4367,447,33,1,1.1297,1.87,1.0812,1.0904,2.2469
4368,447,33,2,2.4921,1.96,2.3844,2.4056,4.9825
4369,447,33,3,1.9511,1.96,1.8666,1.8821,3.8758
4370,447,33,4,1.2708,1.87,1.2153,1.2267,2.5407
4371,447,33,5,1.6748,1.96,1.5857,1.5946,3.1928
4372,447,33,6,3.5184,1.96,3.3166,3.3548,6.9527
4373,447,33,7,0.4724,1.87,0.4459,0.4511,0.9336
4374,447,33,8,1.6946,1.87,1.5941,1.6136,3.3488
4375,447,33,9,0.9888,1.96,0.9456,0.9509,1.9212
4376,447,33,10,2.1718,1.96,2.0483,2.0671,4.2176
4377,447,33,average,1.8075,1.96,1.7168,1.7322,3.5547
4378,448,33,1,1.1301,1.87,1.0815,1.0907,2.2476
4379,448,33,2,2.4921,1.96,2.3844,2.4056,4.9825
4380,448,33,3,1.9542,1.96,1.8695,1.885,3.8818
4381,448,33,4,1.2725,1.87,1.2168,1.2282,2.5439
4382,448,33,5,1.6765,1.96,1.5872,1.5961,3.1958
4383,448,33,6,3.5192,1.96,3.3173,3.3555,6.9542
4384,448,33,7,0.4725,1.87,0.4459,0.4511,0.9336
4385,448,33,8,1.6949,1.87,1.5943,1.6139,3.3493
4386,448,33,9,0.9893,1.96,0.9462,0.9514,1.9223
4387,448,33,10,2.1726,1.96,2.0491,2.0679,4.2192
4388,448,33,average,1.8086,1.96,1.7178,1.7332,3.5568
4389,449,33,1,1.1304,1.87,1.0818,1.0911,2.2482
4390,449,33,2,2.4921,1.96,2.3844,2.4056,4.9826
4391,449,33,3,1.9572,1.96,1.8724,1.888,3.8878
4392,449,33,4,1.2741,1.87,1.2183,1.2298,2.5471
4393,449,33,5,1.6781,1.96,1.5887,1.5977,3.1988
4394,449,33,6,3.52,1.96,3.3181,3.3562,6.9556
4395,449,33,7,0.4725,1.87,0.446,0.4511,0.9337
4396,449,33,8,1.6952,1.87,1.5946,1.6141,3.3498
4397,449,33,9,0.9899,1.96,0.9467,0.952,1.9234
4398,449,33,10,2.1734,1.96,2.0498,2.0687,4.2208
4399,449,33,average,1.8096,1.96,1.7188,1.7342,3.5588
4400,450,33,1,1.1307,1.87,1.0821,1.0914,2.2489
4401,450,33,2,2.4921,1.96,2.3844,2.4056,4.9826
4402,450,33,3,1.9603,1.96,1.8753,1.8909,3.8937
4403,450,33,4,1.2757,1.87,1.2199,1.2313,2.5503
4404,450,33,5,1.6797,1.96,1.5902,1.5992,3.2018
4405,450,33,6,3.5207,1.96,3.3188,3.3569,6.9571
4406,450,33,7,0.4725,1.87,0.446,0.4511,0.9337
4407,450,33,8,1.6954,1.87,1.5948,1.6144,3.3503
4408,450,33,9,0.9905,1.96,0.9473,0.9525,1.9245
4409,450,33,10,2.1742,1.96,2.0506,2.0695,4.2223
4410,450,33,average,1.8107,1.96,1.7198,1.7352,3.5609
4411,451,33,1,1.131,1.87,1.0824,1.0917,2.2495
4412,451,33,2,2.4921,1.96,2.3844,2.4056,4.9826
4413,451,33,3,1.9633,1.96,1.8781,1.8937,3.8996
4414,451,33,4,1.2772,1.87,1.2214,1.2328,2.5534
4415,451,33,5,1.6813,1.96,1.5917,1.6007,3.2048
4416,451,33,6,3.5215,1.96,3.3194,3.3576,6.9585
4417,451,33,7,0.4725,1.87,0.446,0.4511,0.9337
4418,451,33,8,1.6957,1.87,1.5951,1.6146,3.3509
4419,451,33,9,0.9911,1.96,0.9478,0.9531,1.9256
4420,451,33,10,2.1751,1.96,2.0514,2.0703,4.2239
4421,451,33,average,1.8117,1.96,1.7208,1.7362,3.5629
4422,452,33,1,1.1314,1.87,1.0827,1.092,2.2502
4423,452,33,2,2.4921,1.96,2.3844,2.4056,4.9826
4424,452,33,3,1.9663,1.96,1.881,1.8966,3.9055
4425,452,33,4,1.2788,1.87,1.2229,1.2343,2.5566
4426,452,33,5,1.6829,1.96,1.5932,1.6022,3.2078
4427,452,33,6,3.5222,1.96,3.3201,3.3583,6.96
4428,452,33,7,0.4725,1.87,0.446,0.4512,0.9338
4429,452,33,8,1.6959,1.87,1.5953,1.6149,3.3514
4430,452,33,9,0.9916,1.96,0.9483,0.9536,1.9267
4431,452,33,10,2.1759,1.96,2.0521,2.071,4.2255
4432,452,33,average,1.8127,1.96,1.7217,1.7372,3.5649
4433,453,33,1,1.1317,1.87,1.083,1.0923,2.2508
4434,453,33,2,2.4921,1.96,2.3844,2.4056,4.9826
4435,453,33,3,1.9693,1.96,1.8839,1.8995,3.9114
4436,453,33,4,1.2804,1.87,1.2244,1.2359,2.5597
4437,453,33,5,1.6845,1.96,1.5947,1.6037,3.2108
4438,453,33,6,3.5229,1.96,3.3208,3.359,6.9614
4439,453,33,7,0.4726,1.87,0.446,0.4512,0.9338
4440,453,33,8,1.6962,1.87,1.5955,1.6151,3.3519
4441,453,33,9,0.9922,1.96,0.9489,0.9541,1.9278
4442,453,33,10,2.1767,1.96,2.0529,2.0718,4.227
4443,453,33,average,1.8137,1.96,1.7227,1.7382,3.5669
4444,454,33,1,1.132,1.87,1.0833,1.0926,2.2514
4445,454,33,2,2.4921,1.96,2.3844,2.4056,4.9826
4446,454,33,3,1.9723,1.96,1.8867,1.9024,3.9173
4447,454,33,4,1.282,1.87,1.2259,1.2374,2.5628
4448,454,33,5,1.6861,1.96,1.5962,1.6052,3.2137
